"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SG_02_FUNDR_EVNT_1_NAME","SG_02_FUNDR_EVNT_REV_GRORCPT_1","SG_02_FUNDR_EVNT_REV_GRO_1","GrossReceiptsTotalAmt","GrossRevenueTotalEventsAmt","NetIncomeSummaryAmt","SG_02_FUNDR_EVNT_2_NAME","SG_02_FUNDR_EVNT_REV_GRORCPT_2","SG_02_FUNDR_EVNT_REV_GRO_2","SG_02_FUNDR_EVNT_REV_CONTR_1","SG_02_FUNDR_EVNT_EXP_OTH_1","SG_02_FUNDR_EVNT_REV_CONTR_2","SG_02_FUNDR_EVNT_EXP_OTH_2","SG_02_FUNDR_EVNT_OTH_TOT_NUM","SG_02_FUNDR_EVNT_REV_GRORCPT_OTH","SG_02_FUNDR_EVNT_REV_CONTR_OTH","SG_02_FUNDR_EVNT_REV_GRO_OTH","SG_02_FUNDR_EVNT_EXP_OTH_OTH","CharitableContributionsTotAmt","OthDirectExpnssTotalEventsAmt","DirectExpenseSummaryEventsAmt","SG_02_FUNDR_EVNT_EXP_FOOD_1","SG_02_FUNDR_EVNT_EXP_ENTMT_1","SG_02_FUNDR_EVNT_EXP_FOOD_2","SG_02_FUNDR_EVNT_EXP_FOOD_OTH","FoodAndBeverageTotalEventsAmt","EntertainmentTotalEventsAmt","SG_02_FUNDR_EVNT_EXP_RENT_1","RentFcltyCostsTotalEventsAmt","SG_02_FUNDR_EVNT_EXP_ENTMT_2","SG_02_FUNDR_EVNT_EXP_ENTMT_OTH","SG_02_FUNDR_EVNT_EXP_RENT_2","SG_02_FUNDR_EVNT_EXP_NONCSH_OTH","SG_02_FUNDR_EVNT_EXP_RENT_OTH","NonCashPrizesTotalEventsAmt","CashPrizesTotalEventsAmt","SG_02_FUNDR_EVNT_EXP_NONCSH_1","SG_02_FUNDR_EVNT_EXP_NONCSH_2","SG_02_FUNDR_EVNT_EXP_CASH_1","SG_02_FUNDR_EVNT_EXP_CASH_2","SG_02_FUNDR_EVNT_EXP_CASH_OTH"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912889349300536","236298689","KUNKLETOWN VOLUNTEER FIRE CO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912889349300536_public.xml","Carnival","22332","22332","76615","76615","40355","Breakfasts","24831","24831",NA,"14996",NA,"12496","3","29452",NA,"29452","8768",NA,"36260","36260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911649349300006","570314417","YOUNG MEN'S CHRISTIAN ASSOC OF SUMTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911649349300006_public.xml",NA,NA,"0","27519","27519","853","Turkey Trot - 5K","14160","14160",NA,NA,NA,"13600","2","13359",NA,"13359","13066",NA,"26666","26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921269349200502","264503731","DELARY BEACH FIREFIGHTERS PARAMEDICS","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921269349200502_public.xml","T-SHIRT SALES","28350","28350","39444","39444","8358","AWARDS BANQUET","8000","8000",NA,"21301",NA,"899","2","3094",NA,"3094","958",NA,"23158","31086",NA,NA,"7428",NA,"7428","500",NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349200508","464844711","VALLEY GROOVE PRODUCTIONS INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349200508_public.xml","MOUNTAINEER BREWFEST","64199","64199","64199","64199","-3622",NA,NA,NA,NA,"33865",NA,NA,NA,NA,NA,NA,NA,NA,"33865","67821","19001","8125",NA,NA,"19001","8125","6830","6830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922889349301807","205015568","RUSSEL HILL CANCER FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922889349301807_public.xml","WHITE LINEN AND WINE","217005","58825","443805","285625","191693","ONCOLOGY FAIRS","226800","226800","158180","25779",NA,"3729",NA,NA,NA,NA,NA,"158180","29508","93932","14111","2350","2336",NA,"16447","2350","19154","21197",NA,NA,"2043",NA,NA,"24430",NA,"24430",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349300132","941156254","BOY SCOUTS OF AMERICA 55 SILICON VALLEY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349300132_public.xml","SPORTING CLAYS SUMMER","98840","10690","1097622","264778","-6161","GROWING FUTURE LEADERS","172514","3908","88150","4535","168606",NA,"6","826268","576088","250180","60050","832844","64585","270939",NA,NA,"33826","98849","132675",NA,NA,"54472",NA,NA,NA,"8908","54472","19207",NA,"10299",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000599349300435","201831970","NEW DIRECTIONS OF HORRY COUNTY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000599349300435_public.xml","COMPASSION THROUGH FASHION","85225","85225","113353","113353","94424","CALENDAR YEAR-END FUNDRAISING EVENT","28128","28128",NA,"5034",NA,"512",NA,NA,NA,NA,NA,NA,"5546","18929","6578",NA,NA,NA,"6578",NA,"6241","6241",NA,NA,NA,NA,NA,"564",NA,"564",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941239349200604","236412809","KIWANIS CLUB OF BLOOMSBURG","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941239349200604_public.xml","FAIR STAND","30918","30918","30918","30918","14566",NA,NA,NA,NA,"16352",NA,NA,NA,NA,NA,NA,NA,NA,"16352","16352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301956","232935929","THE NATIONAL PANCREAS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301956_public.xml","GALA (PARTY FOR A CURE)","726584","284665","974458","484116","162570","PROJECT CUFFWAY","166747","160250","441919","126016","6497","852","4","81127","41926","39201","23644","490342","150512","321546","123078",NA,NA,"1708","124786",NA,"18774","36248",NA,NA,NA,NA,"17474",NA,"10000",NA,NA,"10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941299349200004","593374398","Weeki Wachee Swamp Festival Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941299349200004_public.xml","2017 Swamp Fest","64931","64931","64931","64931","8702","NONE",NA,NA,NA,"52276",NA,NA,NA,NA,NA,NA,NA,NA,"52276","56229","956","375",NA,NA,"956","375","2622","2622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902709349301255","350484833","MADISON AREA CHAMBER OF COMMERCE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902709349301255_public.xml","SOUP, STEW, CHI","78875","78875","94278","94278","31952","GOLF SCRAMBLE","15403","15403",NA,"59611",NA,"2715",NA,NA,NA,NA,NA,NA,"62326","62326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922969349200817","931014717","Raleigh Hills Parent Teacher","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922969349200817_public.xml","LAP-A-THON","47438","47438","100381","98602","59536","AUCTION","43627","42627",NA,"7025","1000","18462","1","9316","779","8537","5682","1779","31169","39066",NA,NA,"6297",NA,"6297",NA,NA,"1600",NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900729349200800","450325184","St Alexius Medical Center Auxiliary","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900729349200800_public.xml","Jewelry Sale","5316","5316","5316","5316","5066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250",NA,NA,NA,NA,NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040139349301214","237122755","NATIONAL PROPANE GAS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040139349301214_public.xml","SILENT AUCTION","33010","1550","55063","22960","15165","GOLF TOURNAMENT","22053","21410","31460","740","643","3221",NA,NA,NA,NA,NA,"32103","3961","7795",NA,NA,NA,NA,NA,NA,NA,"2491",NA,NA,"2491",NA,NA,"643","700",NA,"643",NA,"700",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912949349201106","202958804","Tesoro Del Valle Elementary PTA","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912949349201106_public.xml","Boosterthon","57245","57245","75182","75182","32243","Family Events","16851","16851",NA,"23814",NA,"14914","2","1086",NA,"1086","4211",NA,"42939","42939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010469349200421","133229941","Pan American Musical Art Research Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010469349200421_public.xml",NA,"1672","1672","1672","1672","0",NA,NA,"0",NA,"48881",NA,NA,NA,NA,NA,"0",NA,"0","48881","48881",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349200205","472405379","KNIGHTS BAND BOOSTERS CORP","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349200205_public.xml","CONCESSIONS","15448","15448","34164","34164","26793","FUNDRAISER","13237","13237",NA,"4074",NA,"3297","1","5479",NA,"5479",NA,NA,"7371","7371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011339349300106","141803878","MIZZENTOP DAY SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011339349300106_public.xml","ANNUAL DINNER &","66223","64562","79487","76690","49214","GOLF EVENT","13264","12128","1661","21180","1136","6296",NA,NA,NA,NA,NA,"2797","27476","27476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011139349200611","382862579","EDUCATIONAL FOUNDATION OF THE ALLEGAN PUBLIC SCHOOLS","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011139349200611_public.xml","CASH PARTY","12965","12965","27447","27447","17516","CODE ORANGE","14482","14482",NA,"3923",NA,"4108",NA,NA,NA,NA,NA,NA,"8031","9931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1900",NA,NA,"1900",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911009349300146","943136968","MAGNOLIA YOUTH FOOTBALL ASSOCI","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911009349300146_public.xml","RAFFLE","18338","18338","49676","49676","31882","CARNIVAL","3525","3525",NA,NA,NA,NA,"1","27813",NA,"27813",NA,NA,NA,"17794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11540",NA,"17794",NA,"6254",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349308823","453651131","RC 22 FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349308823_public.xml","CANOCHE","1000",NA,"1000",NA,"-16848",NA,NA,NA,"1000","16848",NA,NA,"1",NA,NA,NA,NA,"1000","16848","16848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933029349200018","263423778","AGAWAM ROBOTICS EDUCATION","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933029349200018_public.xml","STUDENT REGISTRATIONS","11980","11980","26089","26089","11540","GOLF TOURNAMENT","7377","7377",NA,"8342",NA,NA,"4","6732",NA,"6732","1336",NA,"9678","14549",NA,NA,NA,"1739","1739",NA,NA,"3132",NA,NA,"3132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941549349300874","870544692","Sparta United Soccer Club","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941549349300874_public.xml","Soccer Tournament","82250","82250","82250","82250","8515",NA,NA,NA,NA,"57750",NA,NA,NA,NA,NA,NA,NA,NA,"57750","73735",NA,NA,NA,NA,NA,NA,"11140","11140",NA,NA,NA,NA,NA,"4845",NA,"4845",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902779349200635","752211168","BELTON BAND BOOSTERS","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902779349200635_public.xml","CONCESSION STAND","37731","37731","70169","70169","68474","SNAP FUNDRAISER","17450","17450",NA,"84",NA,NA,"3","14988",NA,"14988","1611",NA,"1695","1695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349202278","133551378","VOLUNTEER REFERRAL CENTER INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349202278_public.xml","BENEFIT","55027","55027","55027","55027","40148",NA,NA,NA,NA,"14879",NA,NA,NA,NA,NA,NA,NA,NA,"14879","14879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030439349301523","526054232","EASTON VOLUNTEER FIRE DEPARTMENT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030439349301523_public.xml","BULL ROAST","40975","40975","105422","105422","45671","GOLF TOURNAMENT","44135","44135",NA,"11538",NA,"1813","5","20312",NA,"20312","19263",NA,"32614","59751","14602",NA,"3291",NA,"17893",NA,NA,"6600",NA,NA,"6600",NA,NA,NA,"2644",NA,NA,NA,"2644",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349307919","770715444","The Olmsted Falls Athletic Boosters Association","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349307919_public.xml","Five On Five","30912","30912","68911","68911","31911","Night Races","37999","37999",NA,"17498",NA,"19502",NA,NA,NA,NA,NA,NA,"37000","37000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902349349300145","455329399","Willcox Theater and Arts Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902349349300145_public.xml","Fundraising Gala","28549","28549","28549","28549","19628",NA,NA,NA,NA,"8921",NA,NA,NA,NA,NA,NA,NA,NA,"8921","8921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932569349200133","133588748","Tottenville High School PTA","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932569349200133_public.xml","Pirate Gala","52284","52284","70175","70175","31722","School Concession and Candy Sale","12563","12563",NA,"28339",NA,"7951","1","5328",NA,"5328","2163",NA,"38453","38453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201764","346567499","MAHONING COUNTY COON HUNTERS PROTECTIVE","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201764_public.xml","ANNUAL FUNDRAISER/SHOW","92833","77833","92833","77833","38965",NA,NA,NA,"15000","38868",NA,NA,NA,NA,NA,NA,NA,"15000","38868","38868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349304578","900483564","ARCHER ATHLETIC ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349304578_public.xml","CONCESSIONS","62798","62798","80136","80136","22035","FUNDRAISING","17338","17338",NA,"58101",NA,NA,NA,NA,NA,NA,NA,NA,"58101","58101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349202228","261572487","LIVERMORE PLEASANTON FIREFIGHTERS FOUNDATION CORP","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349202228_public.xml","HOOK LDR RUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901289349300310","471352422","CHAUTAUQUA LAKE COMMUNITY SAILING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901289349300310_public.xml","Fundraiser","52136","52136","52136","52136","48529",NA,NA,NA,NA,"3607",NA,NA,NA,NA,NA,NA,NA,NA,"3607","3607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040509349200724","311246872","BAND BOOSTERS OF VINCENNES INDIANA","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040509349200724_public.xml","COOKIE DOUGH SALES","18262","18262","56416","56416","31434","MASQUERADE BALL","12854","12854",NA,"10919",NA,"4949","6","25300",NA,"25300","9114",NA,"24982","24982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912479349200851","464229766","CARING COMMUNITIES SUPPORT CENTER INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912479349200851_public.xml","AUCTION","27217","27217","27217","27217","23183",NA,NA,NA,NA,"1884",NA,NA,NA,NA,NA,NA,NA,NA,"1884","4034","2150",NA,NA,NA,"2150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903179349203435","208655295","FRANK R WILLIAMS SCHOLARSHIP FUND INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903179349203435_public.xml",NA,"5835","5835","5835","5835","5835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000279349300935","522123356","MARYLAND COASTAL BAYS FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000279349300935_public.xml",NA,NA,NA,"109733","17142","5607",NA,NA,NA,NA,NA,NA,NA,"1","109733","92591","17142","11535","92591","11535","11535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041969349302164","910667412","SEATTLE SYMPHONY ORCHESTRA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041969349302164_public.xml","OPENING NIGHT GALA","1482086","72310","1916157","105194","-334119","HOLIDAY SALUTE","169735","32884","1409776","61503","136851","38637","2","264336","264336",NA,"64137","1810963","164277","439313","105187","44201","40222","14548","159957","114916",NA,"163","4322","66393","163",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933089349302328","113739588","FAMILY PROMISE OF GALLATIN VALLEY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933089349302328_public.xml","CELEBRITY SERVER","30467","3000","63886","3000","-2345","CARDBOARD BOX CITY","26947",NA,"27467","2380","26947","2865","1","6472","6472",NA,"100","60886","5345","5345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349301335","630995963","WEST ALABAMA AIDS OUTREACH INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349301335_public.xml","FUNDRAISER - SU","21116","11366","21116","11366","1678",NA,NA,NA,"9750","2690",NA,NA,NA,NA,NA,NA,NA,"9750","2690","9688","4400",NA,NA,NA,"4400",NA,"2598","2598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020739349301617","813152384","SUPPORT NEBRASKA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020739349301617_public.xml","PB CHAMPIONSHIP","2054277","813656","2054277","813656","-1089895",NA,NA,NA,"1240621","727485",NA,NA,"0",NA,NA,NA,NA,"1240621","727485","1903551","248066","18002",NA,NA,"248066","18002","657948","657948",NA,NA,NA,NA,NA,"2050","250000","2050",NA,"250000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349202511","611762001","GILLETTE HIGH SCHOOL RODEO","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349202511_public.xml","FUNDRAISER INCO","19345",NA,"19345",NA,NA,NA,NA,NA,"19345",NA,NA,NA,NA,NA,NA,NA,NA,"19345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311445","260562575","Point Of Hope A Deron Williams Foundation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311445_public.xml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931279349200213","383781230","JEFF DAILEY MEMORIAL FOUNDATION","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931279349200213_public.xml","GOLF TOURNAMENT","67551","30860","73132","36441",NA,"BBALL TIP-OFF","5581","5581","36691","10238",NA,"1689","0","0","0","0","0","36691","11927","36441","775",NA,"540","0","1315","0","22763","22763",NA,"0",NA,"0","0","436","0","436",NA,NA,NA,"0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306961","521466387","HINSDALE HOSPITAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306961_public.xml","ASSEMBLY BALL","122175","27825","122175","27825","-68995",NA,NA,NA,"94350","36914",NA,NA,NA,NA,NA,NA,NA,"94350","36914","96820","48406","9500",NA,NA,"48406","9500","2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933089349301368","300051181","SIERRA MOUNTAIN SOCCER CLUB","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933089349301368_public.xml","TOURNAMENTS","75586","75586","75586","75586","22039",NA,NA,NA,NA,"34290",NA,NA,NA,NA,NA,NA,NA,NA,"34290","53547","1139",NA,NA,NA,"1139",NA,"11701","11701",NA,NA,NA,NA,NA,"6417",NA,"6417",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941649349300884","041171377","INTERNATIONAL BROTHERHOOD OF TEAMSTERS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941649349300884_public.xml","SCHOLARSHIP GOLF OUTING/AD BOOK","24740","6975","24740","6975","224",NA,NA,NA,"17765","508",NA,NA,NA,NA,NA,NA,NA,"17765","508","6751",NA,NA,NA,NA,NA,NA,"4959","4959",NA,NA,NA,NA,NA,"534","750","534",NA,"750",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349205835","204813763","Connectability Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349205835_public.xml","Thousand Words","33877","33877","54123","54123","41750","5K Event","14063","14063",NA,"8115",NA,"4258","1","6183",NA,"6183",NA,NA,"12373","12373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041369349301934","475130612","FRIENDS OF DOLORES MISSION CHURCH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041369349301934_public.xml","GOLF TOURNAMENT","77579","41088","77579","41088",NA,NA,NA,NA,"36491","41088",NA,NA,NA,NA,NA,NA,NA,"36491","41088","41088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923469349200427","260890327","KHS FRIENDS OF MUSIC INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923469349200427_public.xml","WINE TASTING",NA,NA,NA,NA,NA,"CONCESSIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020879349301012","222562827","BOYS AND GIRLS VILLAGE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020879349301012_public.xml","COMPASS TO SUCCESS","117295","117295","117295","117295","61235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56060",NA,NA,NA,NA,NA,NA,"56060","56060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921669349200202","020579707","RIDGEWOOD HOOPS CLUB INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921669349200202_public.xml","SWEATSHIRTS/PANTS SALES","15475","15475","15475","15475","13700",NA,NA,NA,NA,"1775",NA,NA,NA,NA,NA,NA,NA,NA,"1775","1775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
